"indicador","departamento","municipio","amplificador","numerador","denominador","anno","sexomn","sexomd","sexofn","sexofd","sexoin","sexoid","cabemun","centropoblado","Rural Disperso","Sin Informacion","Poblacion DANE cabemun","Poblacion DANE  Centros Poblados y Rural Disperso"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","54","388,490","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","4","23,165","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","3","34,444","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","1","12,111","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","1","11,367","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","9","52,488","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,872","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","10","75,011","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","1","6,107","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","2","24,167","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","8,782","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","1","14,921","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","3,443","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","5","29,359","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","0","6,640","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","0","13,472","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","1","17,921","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","2","26,394","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","4","57,935","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","3","10,128","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","0","18,345","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","1","25,727","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","1","7,585","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","5","25,789","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","0","8,832","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","4","51,120","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","2","12,727","2,010","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","63","390,084","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","1","22,944","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","1","34,310","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","3","11,971","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","2","11,264","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","9","52,297","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,704","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","11","75,412","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","0","5,976","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","0","23,985","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","1","8,848","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","1","14,940","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","3,439","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","3","29,589","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","0","6,589","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","2","13,156","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","1","17,890","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","1","26,384","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","2","58,627","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","0","10,027","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","2","17,993","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","1","25,739","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","1","7,579","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","6","25,984","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","0","8,755","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","1","52,120","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","2","12,661","2,011","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","37","391,640","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","4","22,728","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","4","34,175","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","0","11,842","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","3","11,161","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","7","52,096","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,537","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","10","75,804","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","3","5,860","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","1","23,805","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","8,906","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","1","14,956","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","3,429","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","11","29,829","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","0","6,530","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","1","12,843","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","3","17,865","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","2","26,380","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","7","59,340","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","4","9,914","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","2","17,638","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","1","25,750","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","0","7,590","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","8","26,169","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","2","8,675","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","4","53,142","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","2","12,603","2,012","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","63","393,167","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","1","22,503","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","5","34,053","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","0","11,698","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","1","11,064","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","12","51,901","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","1","11,364","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","15","76,187","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","0","5,739","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","0","23,624","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","1","8,968","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","0","14,970","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","3,424","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","3","30,050","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","3","6,481","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","1","12,540","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","1","17,834","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","0","26,370","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","5","60,061","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","0","9,800","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","0","17,293","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","1","25,760","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","0","7,584","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","9","26,360","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","2","8,592","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","0","54,177","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","1","12,551","2,013","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","39","394,627","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","4","22,293","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","4","33,920","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","2","11,566","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","0","10,960","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","11","51,696","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,200","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","11","76,574","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","2","5,623","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","0","23,447","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","9,026","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","1","14,982","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","2","3,410","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","5","30,285","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","1","6,430","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","1","12,244","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","5","17,795","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","1","26,360","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","4","60,798","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","3","9,693","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","1","16,968","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","3","25,769","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","0","7,595","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","11","26,542","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","1","8,505","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","5","55,228","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","0","12,506","2,014","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","45","396,075","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","3","22,081","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","1","33,792","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","1","11,422","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","0","10,863","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","5","51,492","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,034","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","9","76,963","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","0","5,508","2,015","0","0","0","0","0","0","0","0","0","0","0","0"
